364	2월에 청구된 요금 며칠날 빠져나가?	요금납부일변경방법
365	2월에청구된 요금안내서 재발행	요금안내서재발행
366	3월 소액결제 내역	소액결제구매내역확인방법
367	40000원 할인쿠폰 적용됬나요	월별상세할인내역
368	42800원 돌려줘야죠	과납내역환불
369	42800원 소액결제 1월달꺼 이중출금됫는데여	이중납부
370	45,000원 이상 lte요금제	LTE요금제
371	45,000원 이상 lte요금제 뭐가 있을까	LTE요금제
372	4g 요금제로 바꾸고 싶어요	LTE요금제
373	4g요금제 5g사용자한테 데이터 선물 가능한가요?	데이터선물문의
374	50%요금할인	SK텔레콤할인혜택
375	50기가요금제	요금제리스트
376	5g 가족모아	5G가족모아데이터
377	5g 나눠쓰기	데이터함께쓰기
378	5g 데이터	5GX요금제
379	5g 사용 가능?	5G기기변경
380	5G 사용시작	5GX요금제
381	5G 요금제 슬림으로 바꾸고 싶어요	요금제변경방법
382	5g 요금제 lte함께쓰기	데이터함께쓰기
383	5g 요금제가 뭐가 있나 알려줘	5GX요금제
384	5G 프라임 FLO	5GX프라임요금제
385	5g 휴대폰 보험할인	보험보상
386	5G 휴대폰보험 할인 혜택	5GX휴대폰보험할인
387	5G 휴대폰보험할인	5GX휴대폰보험할인
388	5g X클럽 해제 할수있을까요?	5GX클럽T갤럭시S20해지방법
389	5G슬림 요금제로 바꾸고 싶어요	요금제변경방법
390	5g요금제	5GX요금제
391	5g요금제 4G요금제로변경	LTE요금제
392	5G요금제 변경되나요?	요금제변경방법
393	5g요금제 알려줘	5GX요금제
394	5g최저요금제	5GX요금제
395	5G프라임 요금제 사용 시 위브앤데이터 사용은 무료아닌가요?	5GX프라임요금제
396	5gx 웨이브	5GX요금제
397	5GX 프라임 요금제 부가서비스 뭐 있어?	5GX프라임요금제
398	5GX 휴대폰보험 가입 요금	5GX휴대폰보험할인
399	5GX 휴대폰보험할인	5GX휴대폰보험할인
400	5gx vr팩 나도 받을 수 있니	VR팩쿠폰발급방법
401	5gx클럽 갤럭시s20	5GX클럽T갤럭시S20신청방법
402	5GX프라임	5GX프라임요금제
403	5gx프라임 요금제 웨이브 무료로 언제까지 이용가능해 ?	5GX프라임요금제
404	5GX프라임 요금제 혜택 알려줘	5GX프라임요금제
405	65세 이상 통신요금 할인혜택은 있나요?	복지할인
406	65세이상 요금할인혜택?	기초연금수급자신청방법
407	70세	T플랜시니어
408	8.7GB는어디에썼니?	실시간요금상세내역
409	9.7GB를어디에썼니?	실시간요금상세내역
410	가려진정보	가려진정보확인
411	가입 기간	나의가입정보
412	가입기간	나의가입정보
413	가입기간 알려줘	나의가입정보
414	가입기간?	가입정보조회
415	가입날짜	가입정보조회
416	가입날짜알려줘	가입정보조회
417	가입내역	가입정보조회
418	가입년도	나의가입정보
419	가입년수	나의가입정보
420	가입년수를 알고싶어요	나의가입정보
421	가입대리점	개통대리점조회방법
422	가입되어 있는 부가서비스 알려줘	나의부가서비스
423	가입된 내 번호 알려줘	나의가입정보
424	가입연수	나의가입정보
425	가입연수 산정	나의가입정보
426	가입일	나의가입정보
427	가입일자	나의가입정보
428	가입일짜	가입정보조회
429	가입정보	나의가입정보
430	가입정보 보여줘	나의가입정보
431	가입정보 알려줘	나의가입정보
432	가입정보 전체조회	가입정보조회
433	가입정보를 왜 안 보여줌?	나의가입정보
434	가입한 내용	나의가입정보
435	가입한지 얼마나 됐어?	나의가입정보
436	가입해지	회선해지방법
437	가장 오래 통화한사람	통화내역열람방법
438	가족	가족결합확인방법
439	가족 결합	가족결합확인방법
440	가족 결합하고 싶어요	온가족할인신청방법
441	가족 데이터	T가족모아데이터
442	가족 데이터 공유	T가족모아데이터공유설정
443	가족 요금 조회 방법 알려주세요	자녀요금조회방법
444	가족4명이 가입하면 해택은	온가족할인율확인방법
445	가족간 데이터공유	가족나눔데이터
446	가족결합	가족결합확인방법
447	가족결합 할인	가족결합확인방법
448	가족결합 확인	가족결합확인방법
449	가족결합되있나요?	가족결합확인방법
450	가족결합신청방법	결합상품가족등록
451	가족결합으로 묶여있는데 뭐가 할인 되는건가요??	가족결합확인방법
452	가족결합추가	가족결합확인방법
453	가족결합할래	결합상품가족등록
454	가족결합할인	온가족할인신청방법
455	가족결헙	가족결합확인방법
456	가족공유	T가족모아데이터
457	가족끼리 통신요금 할인	T끼리온가족할인
458	가족끼리데이터 공유하기	데이터함께쓰기
459	가족나눔	가족나눔데이터
460	가족나눔데이터	가족나눔데이터
461	가족나눔데이터 열어	가족나눔데이터
462	가족나눔데이터나눠쓰기	가족나눔데이터나눠쓰기
463	가족데이터 먼저 사용하고 싶어요	가족나눔데이터나눠쓰기
464	가족등록	결합상품가족등록
465	가족모아	5G가족모아데이터
466	가족모아 데이터	5G가족모아데이터
467	가족모아 데이터 사용할래	T가족모아데이터
468	가족모아 데이터 사용현황	T가족모아데이터
469	가족모아 데이터 신청	T가족모아신청방법
470	가족모아데이타 얼마나 쓴거야	T가족모아이번달공유내역
471	가족모아데이터	T가족모아데이터
472	가족모아데이터 결합하고 싶은데요	T가족모아가족추가방법
473	가족모아데이터 구성원 기준	가족나눔데이터
474	가족모아데이터 문의	T가족모아데이터
475	가족모아데이터 사용가능한 최소 요금제	T가족모아신청방법
476	가족모아데이터 설정방법	5G가족모아데이터
477	가족모아데이터 신청	5G가족모아데이터
478	가족모아데이터 최대 받을수있는 양은?	5G가족모아데이터
479	가족모아데이터를 이용하고 있습니다. 큰애가 대표회선이었는데요, 오늘 큰애가 기기와 요금제를 변경하면서 가족모아데이터 그룹에서 빠져 나갔어요. 그런데 제 T월드 조회하면 큰애한테 받	5G가족모아데이터
480	가족모아데이터설정	가족나눔데이터
481	가족무제한선물인데 우리애들한테두번밖에안되네요.왜그런지알려주세요	데이터선물문의
482	가족요금	New온가족플랜신청방법
483	가족요금안내서	온가족할인율확인방법
484	가족인데 왜 횟수가 제한되는거야?	데이터선물문의
485	가족추가	온가족할인신청방법
486	가족할인	온가족할인신청방법
487	가족할인 궁금해	T끼리온가족할인
488	가족할인 신청방법	온가족할인신청방법
489	가족할인 요금제	온가족할인신청방법
490	가족합산 30년은 언제적용되나요?	T끼리온가족할인
491	간말기 잔여요금 좀 알려줘	잔여할부조회방법
492	간편결제해지	통신과금자동선결제해지방법
493	갚아야할돈	잔여할부조회방법
494	개명	개명개칭방법
495	개인정보 확인	나의가입정보
496	개입정보조회	가입정보조회
497	개통	개통정보조회
498	개통 날짜 확인	나의가입정보
499	개통날짜	개통정보조회
500	개통이력조회	개통정보조회
501	개통일	개통정보조회
502	개통정보	가입정보조회
503	게약기간	잔여약정기간조회방법
504	겔러시s21구입 가능한지요	휴대폰구매방법
505	겔럭시 텝 얼마야	다이렉트휴대폰구매
506	결일이 언제 인가요	요금납부일변경방법
507	결재변경	요금납부방법확인
508	결재카드변경	자동납부등록및변경
509	결제 됐다고 문자가 안와요	휴대폰결제안심통보
510	결제 바꿀래	자동납부등록및변경
511	결제 변경	요금납부방법확인
512	결제 카드 변경	요금납부방법확인
513	결제 한도 상향	이용한도설정
514	결제계좌 변경	계좌정보수정
515	결제계좌변경	계좌정보수정
516	결제날짜	요금납부일변경방법
517	결제닝	요금납부일변경방법
518	결제방법 변경	요금납부방법확인
519	결제변경	요금납부방법확인
520	결제일 변경	요금납부일변경방법
521	결제일 변경하고싶어	요금납부일변경방법
522	결제일 알려줘	요금납부일변경방법
523	결제일변경	요금납부일변경방법
524	결제일이 언제야?	요금납부일변경방법
525	결제일이 언젠지 알려줘	요금납부일변경방법
526	결제정보변경	자동납부등록및변경
527	결제중복해결	이중납부
528	결제카드 변경	요금납부방법확인
529	결제카드변경하기	자동납부등록및변경
530	결제한도변경	소액결제한도변경방법
531	결합	각종결합
532	결합가족	가족결합확인방법
533	결합상품	결합상품리스트
534	결합상품 더 좋은 거 추천해줘	결합상품리스트
535	결합상품 추천	결합상품리스트
536	결합상품신청	각종결합
537	결합요금할인얼마이고언제부터적용되나요	나의혜택/할인
538	결합정보	각종결합
539	결합할인	결합할인
540	계약기간	잔여약정기간조회방법
541	계약기간 알려줘	잔여약정기간조회방법
542	계약언제끝나?	잔여약정기간조회방법
543	계좌 변경	요금납부방법확인
544	계좌이체	실시간계좌이체방법
545	계좌이체 변경	자동납부등록및변경
546	계좌이체 중복	이중납부
547	고객번호	고객보호비밀번호서비스
548	고객상담	전화상담사연결
549	고객선터 전화번호	전화상담사연결
550	고객센처	전화상담사연결
551	고객센타	전화상담사연결
552	고객센터	SKT고객센터운영시간
553	고객센터 번호	전화상담사연결
554	고객센터 번호 알려주세요	SKT고객센터운영시간
555	고객센터 연걀	전화상담사연결
556	고객센터 연결방법	SK브로드밴드고객센터
557	고객센터 연락처	전화상담사연결
558	고객센터 전화 연결	전화상담사연결
559	고객센터 전화번호	SKT고객센터운영시간
560	고객센터 전화연결해줘	전화상담사연결
561	고객센터번호	SKT고객센터운영시간
562	골드번호	골드번호
563	골드번호 신청법	골드번호
564	골드번호 추첨 예정일이 언제?	골드번호프로모션
565	골키퍼	콜키퍼신청방법
566	골키퍼 설정	콜키퍼신청방법
567	공기계만 바꿔도 되나?	단말기자급제도
568	공시지원금	공시지원금확인방법
569	공시지원금 위약금	T지원금약정위약금
570	공유데이터 남은양	데이터공유
571	공유데이터가 적어요	데이터공유
572	공유된 데이터 취소	T가족모아데이터공유설정
573	공인인증서	공인인증서등록방법
574	공인인증서 가져오기 번호가 유효허지안다고행ㅎ	공인인증서등록방법
575	공인인증서 가져오는게 안됩니다.	공인인증서등록방법
576	공인인증서 유효기간 어떻게 변경하나요??	공인인증서등록방법
577	공인인증센터	공인인증서등록방법
578	공짜 데이터줘	데이터선물조르기방법
579	과납	과납내역환불
580	광고 문자 안오게해줘	스팸문자차단방법
581	구글결제	콘텐츠구매내역확인방법
582	구글콘텐츠사용 내역좀 알려줘	콘텐츠이용요금조회방법
583	구글플레이 부가이용해제	휴대폰결제이용차단신청방법
584	구글플레이컨텐츠 이용내역 알려줘	구글Play고객센터
585	구매내역	소액결제구매내역확인방법
586	국가유공자의 복지감면혜택 내용은?	국가유공자복지할인
587	국내통화로가 왜 부과된건가용?	실시간요금상세내역
588	국제문자보내기	해외SMS서비스
589	국제전화 할래	국제전화발신금지
590	국제전화차단	국제전화수신거부신청방법
591	군 요금제 언제까지야	군장병전용요금제
592	군대요금제	군장병전용요금제
593	군요금제	군장병전용요금제
594	군인	군장병전용요금제
595	군인 요금	군장병전용요금제
596	군인 요금제	군장병전용요금제
597	그냥 컬러링 바꾸고싶어	컬러링설정방법
598	그러니까 부가서비스 이용요금이 왜 그리 많이 나오고 어디서 나온거죠?	부가서비스내역확인방법
599	그룹통화	T전화그룹통화
600	기가인터넷 요금	인터넷요금제
601	기가인터넷요금	인터넷요금제
602	기계 값	잔여할부조회방법
603	기계 할부금	잔여할부조회방법
604	기계값	잔여할부조회방법
605	기계값 납부	할부금중도납부방법
606	기계값 얼마 남았어 ?	잔여할부조회방법
607	기계값상환	기기상환상세정보
608	기계값상환할수있나요?	할부금중도납부방법
609	기계값이 얼마였나요?	잔여할부조회방법
610	기계값할인	공시지원금확인방법
611	기계금액	잔여할부조회방법
612	기계할부금	잔여할부조회방법
613	기계할부금 얼마 남았어?	잔여할부조회방법
614	기기 상환	기기상환상세정보
615	기기 잔여금	잔여할부조회방법
616	기기 할부	잔여할부조회방법
617	기기 할부 얼마나 남았어	잔여할부조회방법
618	기기 할부 확인	잔여할부조회방법
619	기기 할부금 부분 수납하고싶어요	할부금중도납부방법
620	기기 할부금을 선납하고 싶어요	할부금중도납부방법
621	기기값	잔여할부조회방법
622	기기값 납부	할부금중도납부방법
623	기기값 다 지불한거지	잔여할부조회방법
624	기기값 미리 납부	할부금중도납부방법
625	기기값 부분납입	할부금중도납부방법
626	기기값 선납	할부금중도납부방법
627	기기값 언제까지야	잔여할부조회방법
628	기기값 얼마나 남았어 ?	잔여할부조회방법
629	기기값 얼마야?	잔여할부조회방법
630	기기값 일시납	할부금중도납부방법
631	기기값 할부 얼마씩 ?	기기상환상세정보
632	기기값 할부금 얼마남앗나요?	잔여할부조회방법
633	기기값선납	할부금중도납부방법
634	기기값얼마야 ?	기기상환상세정보
635	기기값완납	할부금중도납부방법
636	기기값이 몇개월 남아있으며 총금액은 얼마입니까	잔여할부조회방법
637	기기대금만 좀 알려줘	잔여할부조회방법
638	기기반납	T렌탈반납방법
639	기기반납시 요금	할인반환금조회
640	기기변경	5G기기변경
641	기기변경 혜택이 있나요?	임대폰/기기변경
642	기기변경 약정	T지원금약정
643	기기변경 언제 햇어	임대폰/기기변경
644	기기변경 위약ㄱ.ㅁ	임대폰/기기변경
645	기기변경 위약금	T지원금약정위약금
646	기기변경 접수했는데 기계 언제 택배로오지?	다이렉트휴대폰배송
647	기기변경 하고 싶어	임대폰/기기변경
648	기기변경날짜	임대폰/기기변경
649	기기변경등록	임대폰/기기변경
650	기기변경시 약정	임대폰/기기변경
651	기기변경시 위약금	임대폰/기기변경
652	기기변경시 위약금 발생하니	T지원금약정위약금
653	기기변경하면 선택약정할인 위약금이 어떻게 되나요?	T지원금약정위약금
654	기기변경하면 해지금액 얼마임	T지원금약정위약금
655	기기상환	기기상환상세정보
656	기기상환 정보	기기상환상세정보
657	기기완납	할부금중도납부방법
658	기기요금 납부	할부금중도납부방법
659	기기요금 수납	할부금중도납부방법
660	기기잔금납부	잔여할부조회방법
661	기기할부	잔여할부조회방법
662	기기할부 알려줘	잔여할부조회방법
663	기기할부금 납부	할부금중도납부방법
664	기기할부금 상환	할부금중도납부방법
665	기기할부금 수납하는방법	할부금중도납부방법
666	기기할부금 얼마 남았어?	잔여할부조회방법
667	기기할부금 얼마남아써?	잔여할부조회방법
668	기기할부금 일시불납입	할부금중도납부방법
669	기기할부금선납방법	할부금중도납부방법
670	기기할부잔금 납부	할부금중도납부방법
671	기기할인약정 재가입	선택약정할인제도재가입조건
672	기변시 위약금 알려줘	T지원금약정위약금
673	기변하게되면 약정위약금 있어요?	선택약정할인제도승계조건
674	기본 요금	본인요금제확인방법
675	기본료 할인	SK텔레콤할인혜택
676	기본요금제	요금제리스트
677	기존 약정 연장하는법 알려줘	선택약정할인제도재가입조건
678	기존 요금제	나의가입정보
679	기준 번호	회선관리
680	기준 회선 변경	회선관리
681	나 가입년 얼마나 됐어?	나의가입정보
682	나 가족결합 7년인 이유좀 알려줘	온가족할인가입년수확인
683	나 데이터 선물 해줘	데이터선물조르기방법
684	나 데이터좀 줄래?	데이터선물조르기방법
685	나 말고 내 아들!	자녀요금조회방법
686	나 미성년자야?	나의가입정보
687	나 약정이 언제까지야	잔여약정기간조회방법
688	나 언제부터 skt 가족이야?	나의가입정보
689	나 요금 냈어?	요금납부내역확인방법
690	나 요금 완납했어?	요금납부내역확인방법
691	나 요금제 바꾸려고 하는데 미성년자 혼자 가능해?	미성년자요금제변경방법
692	나눠쓰기	가족나눔데이터나눠쓰기
693	나눠쓰기 데이터	가족나눔데이터나눠쓰기
694	나와 결합 되어있는 가족	가족결합확인방법
695	나와 결합된 가족	가족결합확인방법
696	나의 가입년도	가입정보조회
697	나의 가입정보 알려줘	가입정보조회
698	나의 결제방법 확인	요금납부방법확인
699	나의 남은 약정	잔여약정기간조회방법
700	나의 부가서비스	나의부가서비스
701	나의 부가서비스 보여줘	나의부가서비스
702	나의 약정기간은 얼마나 남았나요?	잔여약정기간조회방법
703	나의 요금제	나의가입정보
704	나의 요금제 약정기간 알려줘	잔여약정기간조회방법
705	나의 워치번호보기알려줘	회선관리
706	나의 자동이체 정보	자동납부등록및변경
707	나의 통신요금 할인금액은	월별상세할인내역
708	나의 할부내역	잔여할부조회방법
709	나의 할인요금은	월별상세할인내역
710	나의 해지 위약금은 얼마일까?	T지원금약정위약금
711	나의 해택	나의혜택/할인
712	나의 mvoip 량	mVoIP안내
713	나의부가서비스가입정보알려줘	나의부가서비스
714	나의요금제	본인요금제확인방법
715	나의청구일은언제야	요금납부일변경방법
716	나한테 전화줘	전화상담사연결
717	나한테는 유료부가서비스로 뜨는데 돈 나가는건지확인해줄 수 있어?	부가서비스내역확인방법
718	나회원탈퇴언제되	탈퇴안내
719	남아있는 할부요금	잔여할부조회방법
720	남은 기기값	잔여할부조회방법
721	남은 기기값 한번에 내려면 어떻게 해야해?	할부금중도납부방법
722	남은 기기할부금	잔여할부조회방법
723	남은 단말기 할부금	잔여할부조회방법
724	남은 단말기 할부금을 알고싶어요	잔여할부조회방법
725	남은 단말기값	잔여할부조회방법
726	남은 단말할부금은	잔여할부조회방법
727	남은 약정 개월 수	잔여할부조회방법
728	남은 약정기간	잔여약정기간조회방법
729	남은 약정일	잔여약정기간조회방법
730	남은 할부	잔여할부조회방법
731	남은 할부 개월수 알려줘	잔여할부조회방법
732	남은 할부 개월수와 할부요금 알려줘	잔여할부조회방법
733	남은 할부 내는 방법	할부금중도납부방법
734	남은 할부금	잔여할부조회방법
735	남은 할부금 알려줘	잔여할부조회방법
736	남은 할부금 조회	잔여할부조회방법
737	남은 할부원금	잔여할부조회방법
738	남은 휴대폰 개월수는??	휴대폰할부
739	남은 휴대폰 할부기간	잔여할부조회방법
740	남은기기할부	잔여할부조회방법
741	남은단말기요금	잔여할부조회방법
742	남은단말기할부금 조회하고싶어요	잔여할부조회방법
743	남은할부	잔여할부조회방법
744	남은할부금	잔여할부조회방법
745	남은할부금 알려줘	잔여할부조회방법
746	남은할부금액	잔여할부조회방법
747	남은할부기간	잔여할부조회방법
748	남은할부요금얼마야?	잔여할부조회방법
749	남은휴대폰할부금	잔여할부조회방법
750	납 부내역	요금납부내역확인방법
751	납기일 변경	요금납부일변경방법
752	납기일설정	요금납부일변경방법
753	납부 계좌 변경	요금납부방법확인
754	납부 된건가요?	요금납부내역확인방법
755	납부 세부내역	요금납부내역확인방법
756	납부 소득공제	현금영수증발급방법
757	납부 신용카드 변경	요금납부방법확인
758	납부 카드 변경	요금납부방법확인
759	납부 현황	요금납부내역확인방법
760	납부가능일 지정하기	요금납부일변경방법
761	납부가능일을 2월 25일은 안되나요?	요금납부일변경방법
762	납부가능일자	요금납부일변경방법
763	납부가능일자 변경	요금납부일변경방법
764	납부가능일자 선택	요금납부일변경방법
765	납부가능일지정해줘	요금납부일변경방법
766	납부기간 미룰수없을까	요금납부일변경방법
767	납부기록	요금납부내역확인방법
768	납부기일변경	요금납부일변경방법
769	납부기한 변경	자동납부등록및변경
770	납부기한연기	요금납부일변경방법
771	납부내역	요금납부내역확인방법
772	납부내역 조회	요금납부내역확인방법
773	납부되었나요?	요금납부내역확인방법
774	납부를 미루면안되나요?	요금납부일변경방법
775	납부방법변경	요금납부방법확인
776	납부방식 변경	요금납부방법확인
777	납부변경일	요금납부일변경방법
778	납부일 변경 언제 빠져나가?	요금납부일변경방법
779	납부일 변경해줘	요금납부일변경방법
780	납부일 연장	요금납부일변경방법
781	납부일변경	요금납부일변경방법
782	납부일설정	요금납부일변경방법
783	납부일연장	요금납부일변경방법
784	납부일은	요금납부일변경방법
785	납부일이언제야?	요금납부일변경방법
786	납부일자가 언제야?	요금납부일변경방법
787	납부일자변경	요금납부일변경방법
788	납부일자알려줘	요금납부일변경방법
789	납부정보	요금납부내역확인방법
790	납부카드변경	요금납부방법확인
791	납부한 요금	요금납부방법확인
792	내 결합할인	나의결합상품
793	내 결합할인 알려죠	가족결합확인방법
794	내 기기정보	나의가입정보
795	내 기종이 머야	나의가입정보
796	내 데이터 함께 쓰기 용량	가족나눔데이터나눠쓰기
797	내 번호 알려줘	나의가입정보
798	내 보험	나의부가서비스
799	내 부가서비스 뭐야?	나의부가서비스
800	내 부가서비스 알려줘	나의부가서비스
801	내 소액결제 한도	소액결제한도확인방법
802	내 아이디	T월드아이디비번찾기
803	내 아이디 알려줘	T월드아이디비번찾기
804	내 약정	잔여약정기간조회방법
805	내 요금이 제대로 납부되었니?	요금납부내역확인방법
806	내 요금제	본인요금제확인방법
807	내 요금제 5G 슬림 요금제로 바꿔도 될까?	슬림요금제
808	내 요금제 뭐야	본인요금제확인방법
809	내 요금제 뭐야?	본인요금제확인방법
810	내 요금제 알려줘	본인요금제확인방법
811	내 요금제 얼마야	본인요금제확인방법
812	내 요금제 얼마야?	본인요금제확인방법
813	내 요금제가 뭐예요?	본인요금제확인방법
814	내 요금제로 FLO 사용할 수 있어?	FLO이용방법
815	내 요금제를 5G 슬림 요금제로 바꿔도 될까?	슬림요금제
816	내 이름	나의가입정보
817	내 자동납부 언제 환불 돼?	과납환불신청처리내역
818	내 전화번호	나의가입정보
819	내 컬러링 뭐야?	컬러링설정방법
820	내 컬러링 뭘로 설정되어 있어?	컬러링설정방법
821	내 폰 약정	잔여약정기간조회방법
822	내 할부 얼마나 남았어?	잔여할부조회방법
823	내 핸드폰 기기값 완납되었는지 궁금해	잔여할부조회방법
824	내 핸드폰 기기값 얼마야 ?	잔여할부조회방법
825	내 핸드폰 보험 ?	보험가입방법
826	내 혜탁	나의혜택/할인
827	내 휴대폰 보험이 있는지 확인할 수 있나요?	보험가입방법
828	내 휴대폰할부 금액 알려줘	잔여할부조회방법
829	내가 가입한 부가서비스	나의부가서비스
830	내가 가입한 부가서비스?	나의부가서비스
831	내가 들어놓은 파손보험 상품 보여줘	보험보상
832	내가 사용안한 해택들	나의혜택/할인
833	내가 신청한 폰이 뭐야?	가입신청내역조회
834	내가 쓰고 있는 스마트폰은	나의가입정보
835	내가 쓰고있는 부가서비스 알려줘	나의부가서비스
836	내가 쓰는 요금제가 뭐야	나의가입정보
837	내가 쓰는 요금제가 뭐야?	본인요금제확인방법
838	내가 저번에 핸드폰을 보상기변으로 샀는지 조회할수 있어?	나의가입정보
839	내가 지금 T다이렉트에 가입 되어 있나	나의부가서비스
840	내가쓰던요금제	나의가입정보
841	내맘대로 플러스 없어졌나요?	내맘대로플러스문의
842	내맘대로 플러스 할인받고 싶어요	내맘대로플러스문의
843	내요금제 할인받기	요금할인
844	내요금제는 wavve 가 공짜인데 갑자기 안되고있어요	wavve부가서비스인증방법
845	내요금제알려줘	본인요금제확인방법
846	내일까지미납요금 납부약속하고 일시정지해제가능한가요	미납이용정지
847	내주변 직영점	가까운매장
848	내폰 기종이 뭐야	나의가입정보
849	내핸드폰 활부몇개월야?	잔여할부조회방법
850	내핸드폰번호뭐야	나의가입정보
851	내휴대폰 할부몇개월이야?	잔여할부조회방법
852	냈는데?	요금납부내역확인방법
853	노래듣기	FLO
854	노트9 할부금 언제까지야?	잔여할부조회방법
855	뉴온가족플랜 추가 가입	NEW온가족플랜
856	다날 이용제한	법인소액결제이용한도
857	다날은 뭐지	소액결제구매내역확인방법
858	다른 회선 요금 조회	회선관리
859	다른번호 요금납부	회선관리
860	다른요금제는요?	요금제비교
861	다음 청구 일	요금납부일변경방법
862	다음 출금 예정일 언제야	요금납부일변경방법
863	다음달 결제일 변경	요금납부일변경방법
864	다음달 요금납부일	요금납부일변경방법
865	다음달 할인이 얼마나돼?	나의혜택/할인
866	다음달애기계값없어요	잔여할부조회방법
867	다이렉트샵	다이렉트휴대폰구매
868	다회선 번호 해지	회선해지방법
869	단말기 구입비 일시불로 결제	할부금중도납부방법
870	단말기 남은 할부금	잔여할부조회방법
871	단말기 대금 얼마 남았어?	잔여할부조회방법
872	단말기 대급 얼마 남았어?	잔여할부조회방법
873	단말기 보험 가입	보험가입방법
874	단말기 보험가입확인	보험보상
875	단말기 분할상환금 납부 할려면 어떻게해야하나요	할부금중도납부방법
876	단말기 분활상환금	기기상환상세정보
