id	document	label
807	내 요금제 5G 슬림 요금제로 바꿔도 될까?	0
808	내 요금제 뭐야	0
809	내 요금제 뭐야?	0
810	내 요금제 알려줘	0
811	내 요금제 얼마야	0
812	내 요금제 얼마야?	0
813	내 요금제가 뭐예요?	0
814	내 요금제로 FLO 사용할 수 있어?	0
815	내 요금제를 5G 슬림 요금제로 바꿔도 될까?	0
816	내 이름	0
817	내 자동납부 언제 환불 돼?	0
818	내 전화번호	0
819	내 컬러링 뭐야?	0
820	내 컬러링 뭘로 설정되어 있어?	0
821	내 폰 약정	0
822	내 할부 얼마나 남았어?	0
823	내 핸드폰 기기값 완납되었는지 궁금해	0
824	내 핸드폰 기기값 얼마야 ?	0
825	내 핸드폰 보험 ?	0
826	내 혜탁	0
827	내 휴대폰 보험이 있는지 확인할 수 있나요?	0
828	내 휴대폰할부 금액 알려줘	0
829	내가 가입한 부가서비스	0
830	내가 가입한 부가서비스?	0
831	내가 들어놓은 파손보험 상품 보여줘	0
832	내가 사용안한 해택들	0
833	내가 신청한 폰이 뭐야?	0
834	내가 쓰고 있는 스마트폰은	0
835	내가 쓰고있는 부가서비스 알려줘	0
836	내가 쓰는 요금제가 뭐야	0
837	내가 쓰는 요금제가 뭐야?	0
838	내가 저번에 핸드폰을 보상기변으로 샀는지 조회할수 있어?	0
839	내가 지금 T다이렉트에 가입 되어 있나	0
840	내가쓰던요금제	0
841	내맘대로 플러스 없어졌나요?	0
842	내맘대로 플러스 할인받고 싶어요	0
843	내요금제 할인받기	0
844	내요금제는 wavve 가 공짜인데 갑자기 안되고있어요	0
845	내요금제알려줘	0
846	내일까지미납요금 납부약속하고 일시정지해제가능한가요	0
847	내주변 직영점	0
848	내폰 기종이 뭐야	0
849	내핸드폰 활부몇개월야?	0
850	내핸드폰번호뭐야	0
851	내휴대폰 할부몇개월이야?	0
852	냈는데?	0
853	노래듣기	0
854	노트9 할부금 언제까지야?	0
855	뉴온가족플랜 추가 가입	0
856	다날 이용제한	0
857	다날은 뭐지	0
858	다른 회선 요금 조회	0
859	다른번호 요금납부	0
860	다른요금제는요?	0
861	다음 청구 일	0
862	다음 출금 예정일 언제야	0
863	다음달 결제일 변경	0
864	다음달 요금납부일	0
865	다음달 할인이 얼마나돼?	0
866	다음달애기계값없어요	0
867	다이렉트샵	0
868	다회선 번호 해지	0
869	단말기 구입비 일시불로 결제	0
870	단말기 남은 할부금	0
871	단말기 대금 얼마 남았어?	0
872	단말기 대급 얼마 남았어?	0
873	단말기 보험 가입	0
874	단말기 보험가입확인	0
875	단말기 분할상환금 납부 할려면 어떻게해야하나요	0
876	단말기 분활상환금	0
877	단말기 상환	0
878	단말기 상환금 남은거	0
879	단말기 약정 잔액	0
880	단말기 얼마 남았어?	0
881	단말기 완납 어떻게 하나요	0
882	단말기 위약금	0
883	단말기 잔여금 알려줘	0
884	단말기 잔여할부	0
885	단말기 정보	0
886	단말기 할부	0
887	단말기 할부 금액	0
888	단말기 할부 납부 가능한가요?	0
889	단말기 할부 알려줘	0
890	단말기 할부 얼마 남았어	0
891	단말기 할부 얼마나 남았어?	0
892	단말기 할부 잔액 알려줘	0
893	단말기 할부개월수	0
894	단말기 할부개월수가 몇개월인가요?	0
895	단말기 할부금	0
896	단말기 할부금 납부	0
897	단말기 할부금 닙부	0
898	단말기 할부금 얼마 남았어?	0
899	단말기 할부금 얼마나 남았어?	0
900	단말기 할부금 완납	0
901	단말기 할부금 일시납부	0
902	단말기 할부기간 확인요망	0
903	단말기 할주	0
904	단말기 핣부금 입금 방법	0
905	단말기가입정보	0
906	단말기값	0
907	단말기구입비내역	0
908	단말기금액	0
909	단말기분할상환	0
910	단말기분할상환금	0
911	단말기잔액확인부탁드려요	0
912	단말기잔여할부	0
913	단말기할부가언제까지인가요?	0
914	단말기할부금	0
915	단말기할부금 얼마남았어?	0
916	단말기할부금 납부	0
917	단말기할부금 내역서 보여줘	0
918	단말기할부금 돈 내기	0
919	단말기할부금 얼마남았어	0
920	단말기할부금 완납방법 알려주세요	0
921	단말기할부금 일시납부 가능한가요?	0
922	단말기할부금 조회	0
923	단말기할부금?	0
924	단말기할부금납부	0
925	단말기할부금만료일알려주세ㅛ	0
926	단말기할부금완납	0
927	단말기할부금잔액	0
928	단말기할부기간	0
929	단말기할부납부	0
930	단말기할부완납	0
931	단말기할부요금	0
932	단말대금 알려줘	0
933	단말분할	0
934	대기중통화신청	0
935	대리점 위치	0
936	데이타 무제한 최소요금	0
937	데이타 안심제	0
938	데이타줘	0
939	데이타차단	0
940	데이터 가족모아	0
941	데이터 같이 쓰기는 총 몇대까지 무료인가요?	0
942	데이터 공유	0
943	데이터 공유 가족	0
944	데이터 공유 어떻게 하나요	0
945	데이터 공유하기	0
946	데이터 구매	0
947	데이터 나누기	0
948	데이터 나눠쓰기	0
949	데이터 더 쓰면 추가요금 나와?	0
950	데이터 무료로 줘	0
951	데이터 무제한	0
952	데이터 무제한 요금제 종류 알려줘	0
953	데이터 사고싶어	0
954	데이터 사용을 하지 않았는데 잠깐사이에 1기가 선물받은게 없어지고 데이터사용이 되었습니다	0
955	데이터 선물 거절	0
956	데이터 선물 취소 요청	0
957	데이터 선물내역 보기	0
958	데이터 선물하기 가능 데이터가 왜 0으로 뜨는거죠?	0
959	데이터 선물하기 제한	0
960	데이터 소진하면 요금 어떻게되나요?	0
961	데이터 속도 알려줘	0
962	데이터 쉐어링	0
963	데이터 안심제	0
964	데이터 어떻게 구입해?	0
965	데이터 완전차단	0
966	데이터 조르기	0
967	데이터 차단	0
968	데이터 초과	0
969	데이터 초과 시 추가요금	0
970	데이터 추가요금	0
971	데이터 테더링	0
972	데이터 한도	0
973	데이터 함께쓰기 사용가능 데이터	0
974	데이터 함께쓰기 사용사능 데이터	0
975	데이터 함께쓰기 언제 초기화되나여	0
976	데이터가 3기가 더 필요해	0
977	데이터가 너무 안터져요	0
978	데이터가 많지않아서 힘듭니다	0
979	데이터가 안돼	0
980	데이터가족모아	0
981	데이터공유방법	0
982	데이터공유하기 하는방법 설명해주세요	0
983	데이터공유하기요금제는어떤걸가입해야하나요	0
984	데이터내놔	0
985	데이터량이 적어서 요금제 변경을 하고싶은데 약정할인때문에 변경을 해도 가능한지 궁금합니다	0
986	데이터무제한 요금제 뭐야	0
987	데이터바꾸고싶어	0
988	데이터선물 취소하고 싶어요	0
989	데이터선물조르기	0
990	데이터선물줘	0
991	데이터쉐어링	0
992	데이터안심요금제	0
993	데이터조르기	0
994	데이터차단	0
995	데이터통화료가 부과됐는데 데이터통화료가 무엇인가요?	0
996	데이터퍼펙트S 요금	0
997	데이터한도어떻게 늘려요?	0
998	데이터함께쓰기	0
999	데이터함께쓰기 가입하고싶어	0
1000	데이터함께쓰기 사용중인데	0
1001	데이터함께쓰기 에서 두번째폰의 데이터는 한달 몇기가까지 가능한가요?	0
1002	데이터함께쓰기 해지	0
1003	데이트를 무제한으로 해서 온가족이 공유할수 있어요~?	0
1004	돈이 빠져나갔는데	0
1005	동신 서비스 요금 좀 더 낮출 수는 없나요	0
1006	동일한도조회	0
1007	등록된 단말기 정보	0
1008	딘말기 할부	0
1009	라지	0
1010	렌탈 반납	0
1011	렌탈 변상금	0
1012	로밍 쓰고있는데 통화중에 갑자기 추가요금이 발생했다고하더라구요 T월드로 통화받았거든요?	0
1013	리필 취소	0
1014	리필쿠폰 언제 리필되?	0
1015	리필쿠폰 왜 못 받아?	0
1016	만약 5G 프라임 요금제 사용시	0
1017	많이 남았는데 왜 선물할수없나요	0
1018	말고ᆢ소액결제한도변경주세요	0
1019	매월자동충전	0
1020	맥스	0
1021	먼 부가세	0
1022	멜론	0
1023	멜론스트리밍	0
1024	멤버십 플라스틱 카드	0
1025	명세서 조회	0
1026	명의변경	0
1027	명의변경 관련해서 궁금한데요	0
1028	몇개월치 요금 인가	0
1029	몇년 썼어?	0
1030	모바일 회선 해지	0
1031	모션키	0
1032	모션키 부가서비스 해지할래요	0
1033	묘금약정할인 어디서	0
1034	무료2회선지정	0
1035	무료통화 지정회선 2개 가능한 것 중 하나 번호를 변경하려고 합니다.	0
1036	무선데이터차단	0
1037	무약정	0
1038	무약정 포인트로 요금납부 할수있나요?	0
1039	무약정 플랜 포인트 조회	0
1040	무약정포인트	0
1041	무약정포인트 사용방법	0
1042	무약정포인트사용방법	0
1043	무약정포인트사용어떻게해??	0
1044	무약정플랜	0
1045	무약정플랜 포인트	0
1046	무약정플랜 포인트 사용	0
1047	무약정플랜포인트	0
1048	무약정플랜포인트 조회	0
1049	무약정플랜포인트가 달마다 적립됐다 고하는데 어디서 볼 수 있으며 어떻게 사용할 수 있어요?	0
1050	무약정플랜포인트사용법?	0
1051	무제한 요금제	0
1052	무제한요근제	0
1053	무제한요금제	0
1054	뭔소리에여 1월달에 소액결제한거 2번냇는데	0
1055	미납 이용정지안내	0
1056	미납 정지	0
1057	미납 정지 바로 되나요	0
1058	미납수신정지해제	0
1059	미납액이 있나요?	0
1060	미납요금 납부 가능일	0
1061	미납요금 납부날짜를 착각했어요 하루 더 연장할수 있을까요	0
1062	미납요금 납부일 변경	0
1063	미납요금 이용정지	0
1064	미납요금 이중출금	0
1065	미납요금 정지	0
1066	미납요금 지정일납부	0
1067	미납요금날짜정하기	0
1068	미납요금납부기안	0
1069	미납요금납부날짜변경	0
1070	미납요금납부날짜선택	0
1071	미납요금납부일선택	0
1072	미납요금냈는데 또 빠져나갔다구요!!	0
1073	미납요금만 내면 정지는 안되?	0
1074	미납요금상세내역알려줘	0
1075	미납요금안내면 폰이끊기나욥?ㅠ	0
1076	미납요금을 OK캐쉬백 포인트예약납부 해뒀거든요~	0
1077	미납정지 알려줘	0
1078	미납정지 해제	0
1079	미납정지예정일	0
1080	미디어데이터팩 가입 대상자가 아닌가요?	0
1081	미리 결제	0
1082	미리 납부	0
1083	미리 요금 내고 싶은데요.	0
1084	미리계산	0
1085	미리내고싶어	0
1086	미성년 자녀 요금납부 변경	0
1087	미성년인데요	0
1088	미성년자 신규가입	0
1089	바꾸라고하는뎅ㆍ느	0
1090	반환 할인이	0
1091	반환금	0
1092	발신자표시제한 어떻게 차단해	0
1093	번 호 해제어떻게해요?	0
1094	번호 바꾸려면	0
1095	번호 번경	0
1096	번호 변경	0
1097	번호 이동 관련 문의	0
1098	번호번경	0
1099	번호번경하고싶어	0
1100	번호변경	0
1101	번호변경 연결서비스	0
1102	번호변경방법	0
1103	번호변경하고싶어요	0
1104	번호변경하려구요	0
1105	번호이동	0
1106	번호이동 가입	0
1107	번호이동 시 위약금 발생할까요?	0
1108	번호이동시 요금	0
1109	번호해지어떻게해요?	0
1110	벨소리	0
1111	벨소리 다운	0
1112	벨소리 보관함	0
1113	벨소리 확인 어디서해	0
1114	변경 가능한 요금제는?	0
1115	보이는컬러링말고	0
1116	보험	0
1117	보험 가입 여부	0
1118	보험 가입방법	0
1119	보험 변경	0
1120	보험 할인 적용해줘	0
1121	보험 해지	0
1122	보험가입	0
1123	보험가입방법	0
1124	보험가입여부	0
1125	보험가입은 어디서하나요	0
1126	보험가입한다고	0
1127	보험서비스 해지	0
1128	보험처리 방법	0
1129	보험해지	0
1130	복지	0
1131	복지 해택 신청	0
1132	복지할인	0
1133	복지할인 내용	0
1134	복지혜택	0
1135	부가	0
1136	부가 사용금액은 뭐야 ?	0
1137	부가 사용금액이 뭐야?	0
1138	부가 사용내역	0
1139	부가 서비스 취소했는데 왜 요금 나와요!?	0
1140	부가 해지	0
